"order_id";"order_date";"total_amount";"user_id";"user_name";"user_city";"membership";"restaurant_id";"restaurant_name";"cuisine"
118;"22-07-2023";880.41;1209;"User_1209";"Bangalore";"Gold";209;"Restaurant_209";"Indian"
119;"18-09-2023";1008.64;1741;"User_1741";"Pune";"Gold";257;"Restaurant_257";"Italian"
120;"06-08-2023";1146.39;1385;"User_1385";"Bangalore";"Regular";379;"Restaurant_379";"Mexican"
121;"31-07-2023";930.64;383;"User_383";"Hyderabad";"Regular";438;"Restaurant_438";"Italian"
122;"01-08-2023";769.46;2661;"User_2661";"Chennai";"Gold";376;"Restaurant_376";"Indian"
123;"17-12-2023";1492.73;2440;"User_2440";"Pune";"Regular";73;"Restaurant_73";"Mexican"
124;"07-06-2023";996.95;257;"User_257";"Chennai";"Regular";102;"Restaurant_102";"Italian"
125;"09-10-2023";1345.86;1649;"User_1649";"Chennai";"Gold";14;"Restaurant_14";"Indian"
126;"29-09-2023";320.68;970;"User_970";"Bangalore";"Regular";122;"Restaurant_122";"Indian"
127;"04-01-2023";1251.4;2913;"User_2913";"Pune";"Gold";309;"Restaurant_309";"Indian"
128;"10-06-2023";379.57;42;"User_42";"Bangalore";"Regular";152;"Restaurant_152";"Indian"
129;"28-11-2023";158.62;1227;"User_1227";"Hyderabad";"Gold";46;"Restaurant_46";"Chinese"
130;"05-09-2023";710.77;1128;"User_1128";"Pune";"Gold";418;"Restaurant_418";"Chinese"
131;"10-08-2023";1406.07;2850;"User_2850";"Hyderabad";"Gold";389;"Restaurant_389";"Italian"
132;"03-03-2023";198.22;778;"User_778";"Hyderabad";"Gold";302;"Restaurant_302";"Mexican"
133;"29-03-2023";872.28;2384;"User_2384";"Pune";"Regular";165;"Restaurant_165";"Mexican"
134;"24-03-2023";775.17;45;"User_45";"Hyderabad";"Gold";220;"Restaurant_220";"Mexican"
135;"09-11-2023";365.07;912;"User_912";"Bangalore";"Regular";483;"Restaurant_483";"Chinese"
136;"16-02-2023";968.84;2643;"User_2643";"Chennai";"Regular";175;"Restaurant_175";"Chinese"
137;"27-05-2023";1401.56;1603;"User_1603";"Chennai";"Gold";20;"Restaurant_20";"Indian"
138;"09-05-2023";1140.38;880;"User_880";"Pune";"Regular";384;"Restaurant_384";"Mexican"
139;"20-04-2023";1446.43;1639;"User_1639";"Hyderabad";"Regular";19;"Restaurant_19";"Indian"
140;"13-03-2023";1381.41;765;"User_765";"Hyderabad";"Gold";381;"Restaurant_381";"Italian"
141;"12-11-2023";1129.47;1831;"User_1831";"Hyderabad";"Gold";384;"Restaurant_384";"Mexican"
142;"07-02-2023";1331.64;1860;"User_1860";"Chennai";"Gold";112;"Restaurant_112";"Chinese"
143;"22-11-2023";158.75;1729;"User_1729";"Chennai";"Gold";259;"Restaurant_259";"Mexican"
144;"16-04-2023";247.03;2519;"User_2519";"Chennai";"Gold";452;"Restaurant_452";"Chinese"
145;"17-09-2023";365.51;1243;"User_1243";"Hyderabad";"Gold";11;"Restaurant_11";"Chinese"
146;"20-04-2023";1250.74;93;"User_93";"Bangalore";"Regular";2;"Restaurant_2";"Indian"
147;"27-05-2023";172.91;1821;"User_1821";"Hyderabad";"Regular";268;"Restaurant_268";"Indian"
148;"06-02-2023";607.82;1975;"User_1975";"Bangalore";"Regular";73;"Restaurant_73";"Mexican"
149;"24-06-2023";932.79;2337;"User_2337";"Bangalore";"Gold";345;"Restaurant_345";"Chinese"
150;"01-03-2023";1402.24;2136;"User_2136";"Hyderabad";"Regular";486;"Restaurant_486";"Italian"
151;"07-12-2023";1148.35;863;"User_863";"Bangalore";"Gold";474;"Restaurant_474";"Mexican"
152;"29-09-2023";112.31;2115;"User_2115";"Pune";"Gold";176;"Restaurant_176";"Italian"
153;"16-02-2023";641.49;2832;"User_2832";"Hyderabad";"Gold";34;"Restaurant_34";"Chinese"
154;"28-05-2023";221.42;623;"User_623";"Pune";"Gold";244;"Restaurant_244";"Italian"
155;"12-03-2023";484.27;2523;"User_2523";"Pune";"Gold";90;"Restaurant_90";"Italian"
156;"02-08-2023";1373.33;282;"User_282";"Chennai";"Gold";179;"Restaurant_179";"Italian"
157;"26-05-2023";439.11;436;"User_436";"Bangalore";"Gold";120;"Restaurant_120";"Italian"
158;"16-01-2023";439.9;2732;"User_2732";"Hyderabad";"Regular";182;"Restaurant_182";"Mexican"
159;"04-01-2023";1070.88;2152;"User_2152";"Chennai";"Gold";357;"Restaurant_357";"Italian"
160;"30-03-2023";139.67;1291;"User_1291";"Chennai";"Gold";381;"Restaurant_381";"Italian"
161;"29-09-2023";175.84;354;"User_354";"Chennai";"Regular";319;"Restaurant_319";"Indian"
162;"06-11-2023";763.73;939;"User_939";"Chennai";"Regular";208;"Restaurant_208";"Mexican"
163;"26-12-2023";190.64;2852;"User_2852";"Pune";"Regular";86;"Restaurant_86";"Indian"
164;"08-08-2023";411.65;2241;"User_2241";"Chennai";"Regular";104;"Restaurant_104";"Chinese"
165;"12-05-2023";761.84;1982;"User_1982";"Chennai";"Gold";325;"Restaurant_325";"Italian"
166;"06-10-2023";456.5;1583;"User_1583";"Hyderabad";"Gold";169;"Restaurant_169";"Italian"
167;"11-10-2023";427.18;1644;"User_1644";"Bangalore";"Regular";483;"Restaurant_483";"Chinese"
168;"15-06-2023";1357.22;1437;"User_1437";"Hyderabad";"Gold";135;"Restaurant_135";"Indian"
169;"07-04-2023";1013.3;2475;"User_2475";"Pune";"Gold";320;"Restaurant_320";"Italian"
170;"09-03-2023";1352.94;2134;"User_2134";"Hyderabad";"Regular";290;"Restaurant_290";"Chinese"
171;"15-07-2023";1102.1;968;"User_968";"Bangalore";"Regular";319;"Restaurant_319";"Indian"
172;"22-01-2023";1307.06;1953;"User_1953";"Chennai";"Gold";332;"Restaurant_332";"Chinese"
173;"18-06-2023";164.31;1352;"User_1352";"Pune";"Gold";109;"Restaurant_109";"Chinese"
174;"11-12-2023";1161.71;740;"User_740";"Hyderabad";"Gold";371;"Restaurant_371";"Chinese"
175;"27-10-2023";1482.75;238;"User_238";"Hyderabad";"Regular";379;"Restaurant_379";"Mexican"
176;"17-12-2023";552.39;2544;"User_2544";"Hyderabad";"Gold";171;"Restaurant_171";"Mexican"
177;"15-05-2023";1088.98;2271;"User_2271";"Pune";"Gold";117;"Restaurant_117";"Indian"
178;"14-05-2023";1402.18;424;"User_424";"Bangalore";"Gold";375;"Restaurant_375";"Chinese"
179;"07-09-2023";703.69;1437;"User_1437";"Hyderabad";"Gold";91;"Restaurant_91";"Italian"
180;"19-05-2023";1289.82;816;"User_816";"Chennai";"Regular";399;"Restaurant_399";"Chinese"
181;"20-04-2023";1437.19;1090;"User_1090";"Pune";"Regular";136;"Restaurant_136";"Indian"
182;"09-02-2023";1470.97;131;"User_131";"Chennai";"Gold";123;"Restaurant_123";"Chinese"
183;"26-06-2023";561.65;724;"User_724";"Hyderabad";"Regular";489;"Restaurant_489";"Italian"
184;"09-03-2023";518.58;1945;"User_1945";"Pune";"Regular";391;"Restaurant_391";"Indian"
185;"13-08-2023";105.4;1722;"User_1722";"Hyderabad";"Gold";54;"Restaurant_54";"Italian"
186;"31-05-2023";1028.25;2704;"User_2704";"Pune";"Gold";285;"Restaurant_285";"Mexican"
187;"22-06-2023";803.92;2805;"User_2805";"Bangalore";"Regular";116;"Restaurant_116";"Chinese"
188;"30-06-2023";558.85;2666;"User_2666";"Chennai";"Gold";277;"Restaurant_277";"Mexican"
189;"02-09-2023";805.04;574;"User_574";"Chennai";"Regular";442;"Restaurant_442";"Italian"
190;"13-03-2023";501.58;1542;"User_1542";"Bangalore";"Regular";237;"Restaurant_237";"Italian"
191;"05-05-2023";1340.73;2482;"User_2482";"Chennai";"Regular";116;"Restaurant_116";"Chinese"
192;"24-04-2023";862.55;345;"User_345";"Chennai";"Gold";76;"Restaurant_76";"Italian"
193;"20-01-2023";261.66;2405;"User_2405";"Bangalore";"Regular";126;"Restaurant_126";"Italian"
194;"17-07-2023";401.42;914;"User_914";"Bangalore";"Regular";183;"Restaurant_183";"Chinese"
195;"12-02-2023";1179.75;1258;"User_1258";"Pune";"Regular";58;"Restaurant_58";"Indian"
196;"25-07-2023";967.6;789;"User_789";"Pune";"Regular";254;"Restaurant_254";"Indian"
197;"03-03-2023";619.68;996;"User_996";"Chennai";"Gold";58;"Restaurant_58";"Indian"
198;"05-04-2023";1389.57;767;"User_767";"Hyderabad";"Gold";243;"Restaurant_243";"Chinese"
199;"06-10-2023";844.75;2543;"User_2543";"Pune";"Regular";94;"Restaurant_94";"Chinese"
200;"08-02-2023";258.38;2619;"User_2619";"Bangalore";"Regular";263;"Restaurant_263";"Indian"
201;"20-05-2023";375.74;1782;"User_1782";"Hyderabad";"Gold";49;"Restaurant_49";"Italian"
202;"25-02-2023";1169.6;1347;"User_1347";"Chennai";"Gold";43;"Restaurant_43";"Chinese"
203;"30-01-2023";986.26;482;"User_482";"Hyderabad";"Regular";376;"Restaurant_376";"Indian"
204;"23-10-2023";1164.27;2094;"User_2094";"Hyderabad";"Gold";364;"Restaurant_364";"Mexican"
205;"25-12-2023";121.12;1380;"User_1380";"Hyderabad";"Regular";54;"Restaurant_54";"Italian"
206;"17-12-2023";200.98;253;"User_253";"Chennai";"Regular";308;"Restaurant_308";"Italian"
207;"23-02-2023";1441.98;2453;"User_2453";"Pune";"Regular";218;"Restaurant_218";"Indian"
208;"02-03-2023";1250.84;1642;"User_1642";"Bangalore";"Gold";352;"Restaurant_352";"Italian"
209;"01-02-2023";353.88;761;"User_761";"Pune";"Regular";232;"Restaurant_232";"Mexican"
210;"02-05-2023";169.2;1816;"User_1816";"Pune";"Regular";458;"Restaurant_458";"Italian"
211;"26-12-2023";484.58;1209;"User_1209";"Bangalore";"Gold";437;"Restaurant_437";"Indian"
212;"10-11-2023";390.16;2339;"User_2339";"Pune";"Regular";20;"Restaurant_20";"Indian"
213;"24-05-2023";701.52;2626;"User_2626";"Bangalore";"Gold";374;"Restaurant_374";"Mexican"
214;"29-12-2023";1229.36;66;"User_66";"Chennai";"Gold";365;"Restaurant_365";"Italian"
215;"24-07-2023";334.56;1087;"User_1087";"Pune";"Regular";446;"Restaurant_446";"Indian"
216;"08-04-2023";455.32;105;"User_105";"Hyderabad";"Gold";106;"Restaurant_106";"Indian"
217;"20-02-2023";538.3;1846;"User_1846";"Chennai";"Regular";376;"Restaurant_376";"Indian"
218;"14-03-2023";825.18;327;"User_327";"Hyderabad";"Regular";138;"Restaurant_138";"Indian"
219;"03-02-2023";883.67;430;"User_430";"Hyderabad";"Gold";125;"Restaurant_125";"Chinese"
220;"17-12-2023";394.85;1154;"User_1154";"Bangalore";"Regular";132;"Restaurant_132";"Indian"
221;"17-04-2023";616.19;2922;"User_2922";"Chennai";"Gold";338;"Restaurant_338";"Mexican"
222;"18-05-2023";572.97;1884;"User_1884";"Chennai";"Regular";459;"Restaurant_459";"Italian"
223;"10-04-2023";1477.26;1118;"User_1118";"Pune";"Gold";407;"Restaurant_407";"Mexican"
224;"14-04-2023";1130.13;370;"User_370";"Bangalore";"Gold";277;"Restaurant_277";"Mexican"
225;"28-07-2023";491.77;2992;"User_2992";"Bangalore";"Regular";47;"Restaurant_47";"Indian"
226;"25-03-2023";307.03;2341;"User_2341";"Bangalore";"Regular";100;"Restaurant_100";"Indian"
227;"01-03-2023";361.97;77;"User_77";"Pune";"Regular";466;"Restaurant_466";"Italian"
228;"06-02-2023";618.25;2302;"User_2302";"Chennai";"Regular";196;"Restaurant_196";"Italian"
229;"13-12-2023";672.94;760;"User_760";"Chennai";"Regular";351;"Restaurant_351";"Mexican"
230;"24-01-2023";1406.25;2064;"User_2064";"Hyderabad";"Regular";186;"Restaurant_186";"Indian"
231;"09-01-2023";272.23;399;"User_399";"Bangalore";"Regular";280;"Restaurant_280";"Chinese"
232;"11-03-2023";744.13;196;"User_196";"Hyderabad";"Gold";419;"Restaurant_419";"Chinese"
233;"23-08-2023";661.75;2278;"User_2278";"Bangalore";"Gold";492;"Restaurant_492";"Italian"
234;"08-02-2023";724.11;2342;"User_2342";"Pune";"Regular";62;"Restaurant_62";"Indian"
235;"23-06-2023";144.79;629;"User_629";"Bangalore";"Gold";2;"Restaurant_2";"Indian"
236;"15-05-2023";735.33;1298;"User_1298";"Chennai";"Gold";349;"Restaurant_349";"Indian"
237;"02-09-2023";379.94;991;"User_991";"Pune";"Regular";329;"Restaurant_329";"Chinese"
238;"30-09-2023";745.99;1695;"User_1695";"Bangalore";"Gold";140;"Restaurant_140";"Italian"
239;"28-12-2023";572.94;2165;"User_2165";"Chennai";"Gold";272;"Restaurant_272";"Indian"
240;"20-12-2023";1296.96;1879;"User_1879";"Hyderabad";"Gold";97;"Restaurant_97";"Mexican"
241;"19-09-2023";1339.09;2067;"User_2067";"Chennai";"Gold";438;"Restaurant_438";"Italian"
242;"16-03-2023";809.35;2160;"User_2160";"Chennai";"Regular";198;"Restaurant_198";"Mexican"
243;"19-09-2023";1139.5;690;"User_690";"Hyderabad";"Gold";17;"Restaurant_17";"Indian"
244;"10-07-2023";506.36;323;"User_323";"Bangalore";"Regular";55;"Restaurant_55";"Indian"
245;"07-04-2023";793.48;1067;"User_1067";"Bangalore";"Regular";470;"Restaurant_470";"Italian"
246;"09-08-2023";212.5;2438;"User_2438";"Pune";"Gold";339;"Restaurant_339";"Indian"
247;"25-06-2023";662.32;170;"User_170";"Hyderabad";"Gold";315;"Restaurant_315";"Mexican"
248;"02-10-2023";931.29;958;"User_958";"Chennai";"Gold";6;"Restaurant_6";"Chinese"
249;"30-09-2023";238.03;478;"User_478";"Pune";"Regular";438;"Restaurant_438";"Italian"
250;"05-06-2023";1067.0;2143;"User_2143";"Hyderabad";"Regular";406;"Restaurant_406";"Chinese"
251;"10-02-2023";248.07;2575;"User_2575";"Hyderabad";"Regular";250;"Restaurant_250";"Mexican"
252;"25-03-2023";1032.04;677;"User_677";"Chennai";"Gold";396;"Restaurant_396";"Mexican"
253;"15-10-2023";1117.08;344;"User_344";"Chennai";"Gold";316;"Restaurant_316";"Chinese"
254;"15-04-2023";793.84;2588;"User_2588";"Hyderabad";"Regular";270;"Restaurant_270";"Mexican"
255;"10-12-2023";655.05;2125;"User_2125";"Pune";"Gold";279;"Restaurant_279";"Italian"
256;"14-05-2023";212.44;1220;"User_1220";"Hyderabad";"Regular";205;"Restaurant_205";"Italian"
257;"17-06-2023";965.63;943;"User_943";"Chennai";"Regular";396;"Restaurant_396";"Mexican"
258;"27-06-2023";1159.83;968;"User_968";"Bangalore";"Regular";481;"Restaurant_481";"Indian"
259;"06-12-2023";1152.68;775;"User_775";"Chennai";"Regular";315;"Restaurant_315";"Mexican"
260;"10-08-2023";314.23;2482;"User_2482";"Chennai";"Regular";70;"Restaurant_70";"Chinese"
261;"25-02-2023";369.43;1680;"User_1680";"Pune";"Regular";187;"Restaurant_187";"Chinese"
262;"17-04-2023";256.62;1130;"User_1130";"Chennai";"Gold";188;"Restaurant_188";"Chinese"
263;"15-06-2023";335.79;1026;"User_1026";"Chennai";"Gold";247;"Restaurant_247";"Mexican"
264;"28-07-2023";141.92;597;"User_597";"Hyderabad";"Regular";106;"Restaurant_106";"Indian"
265;"28-08-2023";1424.31;803;"User_803";"Hyderabad";"Regular";152;"Restaurant_152";"Indian"
266;"26-05-2023";523.34;2519;"User_2519";"Chennai";"Gold";60;"Restaurant_60";"Mexican"
267;"15-05-2023";980.0;956;"User_956";"Chennai";"Gold";357;"Restaurant_357";"Italian"
268;"28-01-2023";403.36;1484;"User_1484";"Chennai";"Gold";496;"Restaurant_496";"Indian"
269;"20-07-2023";1300.3;1691;"User_1691";"Pune";"Gold";339;"Restaurant_339";"Indian"
270;"09-10-2023";1198.77;427;"User_427";"Pune";"Gold";332;"Restaurant_332";"Chinese"
